Issue name,Severity,Path,Domain,Project,Branch,Status,Deep link,Related to
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/b6b7c5123830ebd8586db4330d8efcd1d9374a66ad55bf1cf910652241ad8d52"," PCI DSS 2018, 2021 CWE Top 25"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/polaris-imu-dbus-service.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c0fce087ecd1bc58c3b049f17deb4501b0240c5fa04128f154184f02b0dbf401"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Untrusted pointer write"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c39065b6fbe05cf2b094886cc3ac37a042ff306f2a9ba1074f2746f502660711"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized pointer field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/std_function.h"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c46f5cfc9dbf120adf7a68c93e9017f6df403f3262f4543d9b1ba33a2b24f6c0"," No Related Standards"
" Not restoring ostream format"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/property_tree/stream_translator.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c5934abbbca2096bc0eada217b28a0cc6dfdc4ba83c54fba2d08a773361eede0"," No Related Standards"
" Unchecked return value from library"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c73665b53177660bb94d559bf86a9527de4a6e5a840a2a695841d98e27bc58d5"," 2021 OWASP Top 10, PCI DSS 2018"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c73de28b506f2e47a07daae2681375c89e4f36b79769ad70bd88df6f05b42a5b"," 2020 CWE On the Cusp"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/asio/detail/scoped_lock.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c88b5d4cd4de34e5b321253abdb209da4a74beb3240fecf22837aa9decb0c0ac"," 2020 CWE On the Cusp"
" Negative array index read"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/c933b669b3b97f771580bbe5a3899bfacf8402e797da58361b3b17a25ac02032"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/asio/detail/conditionally_enabled_mutex.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/ca9b9af10a6d9672ffebbf4a007b25a9846c0bf24ecea0f6666faacb0cf60285"," 2020 CWE On the Cusp"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/cb093d26e4288492904342e5497f8f942902876a9d84424fcc0caa410de2271f"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized pointer field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/polaris-imu.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/cf1d79a1c9ea51b221e2ad1dcc8166da81fcdd21dc255a936bd25f7183dda870"," No Related Standards"
" Using invalid iterator"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/property_tree/string_path.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/d30b964abfc183691fcb6308705fd1009c79ad1cde63dad666480ca2be631b51"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/d911c6be2783f7913f7d1849979084ce2c5c4029517254ce691e83647c360e11"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/main.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/e092707493e23ff8b59ee33cf18becc476bf77b7aae416cb8b61ec92eac488be"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/optional/detail/optional_trivially_copyable_base.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/e99fed309333c1c728bb22c93c6ddd3705cbd5b5490fe4a95cd9ac4ca41a089a"," No Related Standards"
" Uninitialized pointer read"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/mag_reading_buffer.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/ecd604daeaacf3400011801805bc6ed6c0c9080af4e3e06a3b78e3c0b2bab49d"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/property_tree/json_parser/detail/parser.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/ee2363b9d3f919d3d44115ac0308332b455d68d2b50fb14c86c2da67ac4f41ef"," No Related Standards"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f0ba6b0267bf7e7afb3092ca147ca8366b09adadfd7673fdee049c2e9ad43f24"," No Related Standards"
" Unchecked return value"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/property_tree/json_parser/detail/parser.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f2a170c6d501a267d408cd8d584675b0aaff0076ea2a6faa65ab259bae7332e4"," 2021 OWASP Top 10, PCI DSS 2018"
" Unchecked return value from library"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f42439c5f3b88bbab92c00c011fb07f75262ecf255d04b413244dd80d43de275"," 2021 OWASP Top 10, PCI DSS 2018"
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f452695570f463b46a1d5873fe13d5ef12ffaf0b71d9acaa00e6aba38529cafe"," PCI DSS 2018, 2021 CWE Top 25"
" Structurally dead code"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/iio_mag.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f52d3b9fe70c0835131ef86dafbed014fea58459fbaf386a79993b688af78bf0"," No Related Standards"
" Operands don't affect result"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/basic_string.h"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f6e33fb995f581b40b7a3e5b5a6eda6c637a75c67a5d9f2c19176323030b7912"," No Related Standards"
" Untrusted loop bound"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/f6e61362fce2e6cc767708a81531e52d84d1feed946b0a4c1f7d07e07d4c5708"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/fe442898492f7d69170e184a5180c105acb0a2964d0d228f84459f652650c1c9"," No Related Standards"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/fe61bacecd2fc6cbec27b5b5c4f54adad7a6d0e6a2e03d924f1f58b7494bfd10"," 2020 CWE On the Cusp"
" Big parameter passed by value"," low"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/ff63bac765ed341e9b7c48b0a267e26e9f0595c3c02e542fc8201df8f7b33af9"," No Related Standards"
" Use of 32-bit time_t"," high"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/chrono"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/8510fdfa-7486-4ff9-998d-a14274e1f9ef/issues/096870c75a220af095de5e15f33942a64987b2a882cd1ee03d83cceb0fc377be"," 2020 CWE On the Cusp"
" Uninitialized scalar variable"," high"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/git/lib/map/QuickMapGL.cpp"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/e23e37e8-735c-4881-a7bc-e9568a314957/issues/1d1c73f09283cd0be3414978c9e8c692f76ace6d0f3992bf5619e30b39039948"," No Related Standards"
" Resource leak in object"," high"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/hashtable.h"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/e23e37e8-735c-4881-a7bc-e9568a314957/issues/1da0fc23bcd038a1815c33748244a4dccf9a3efb2782b907dde500e0d963d27d"," 2020 CWE On the Cusp"
" Uninitialized scalar variable"," high"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/git/lib/map/QuickMapGL.cpp"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/e23e37e8-735c-4881-a7bc-e9568a314957/issues/2e7d2107147c626812cc4d12965a56dc72a811313ef580259bf4572889e80b97"," No Related Standards"
" AUTO_CAUSES_COPY"," low"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/git/lib/map/QuickMapGL.cpp"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/8510fdfa-7486-4ff9-998d-a14274e1f9ef/issues/334f6e539a7abdba4ff5df5edacf1c2bc16081338a996c32426fcb2a8f809e0e"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/git/lib/map/QuickMapGL.cpp"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/e23e37e8-735c-4881-a7bc-e9568a314957/issues/3ab1bef8083e80f07e441f8953e68ed33fcafa6f29457d8565fd6f20d1b10cb3"," No Related Standards"
" Uninitialized pointer field"," medium"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/std_function.h"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/e23e37e8-735c-4881-a7bc-e9568a314957/issues/445dcbd6d04a13f119b999f76d7f591369e6044868598da6c783e5d516620ebf"," No Related Standards"
" Resource leak in object"," high"," work/2022-09-27T21.59.50Z-polaris-9210-venus-69/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/voyager-mapping/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/hashtable.h"," Static Analysis (SAST)"," voyager-mapping"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/9ee9a853-6d4d-4769-b7cf-160f669479cb/branches/18e744d9-ebef-4cd5-b7c1-a708969a3f84/revisions/e23e37e8-735c-4881-a7bc-e9568a314957/issues/5fd6ec303ed29e0e5157b77af126acf074ec83b6a684c83c23aa3f6c2f2ce474"," 2020 CWE On the Cusp"
